code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain
ВО-1л58-2017-1001,Изразец,Изразец пояс-валик красноглиняный с белой поливой,керамика,"21,7 х 11 х 1,5; выс.рум=7,5 см",Целый,Бурая супесь с битым кирпич. и изразцами под деревом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1001_orig.jpg,startswith,1,ВО-1л58-2017-1001,Керамика,изразец,0,часть не указана,1,целый,0,0,0
ВО-1л58-2017-1005,Изразец,"Изразца (карнизного пояса-каблучка углового?) красноглиняного с белой поливой фр-т, румпа отбита",керамика,12+ х 13+ х 1 см,Фрагмент,Бурая супесь с битым кирпич. и изразцами под деревом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1005_orig.jpg,startswith,1,ВО-1л58-2017-1005,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,1
ВО-1л58-2017-1009,Изразец,"Изразец пояс-валик красноглиняный с белой поливой, фрагментированный, румпа утрачена",керамика,"18,5+ х 11 х 1 см",Фрагмент,Бурая супесь с битым кирпич. и изразцами под деревом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1009_orig.jpg,startswith,1,ВО-1л58-2017-1009,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-1042,Изразец,"Изразец-городок белоглиняный зубчатый (корона ?) с белой поливой, фрагментированный",керамика,"19 х 6,5+ х 2 см",Фрагмент,Засыпка битым кирпич. и изразцами,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1042_orig.jpg,startswith,1,ВО-1л58-2017-1042,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,1
ВО-1л58-2017-1102,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри и сине-черной росписью внутри венчика фр-т,фаянс,Д=неопределим,Фрагмент,Заполнение канавы,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1102_orig.jpg,startswith,1,ВО-1л58-2017-1102,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-1152,Миска,Миски красноглиняной с росписью белой краской и прозрачной поливой венчика фр-т,керамика,Д=20 см,Фрагмент,Заполнение канавы,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1152_orig.jpg,startswith,1,ВО-1л58-2017-1152,Керамика,миска,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-1157,Миска,Миски красноглиняной с зеленой поливой внутри и следами нагара (?) снаружи венчика фр-т,керамика,Д=24 см,Фрагмент,Заполнение канавы,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1157_orig.jpg,startswith,1,ВО-1л58-2017-1157,Керамика,миска,0,венчик,0,фрагмент,0,0,1
ВО-1л58-2017-1273,Изразец,Изразец красноглиняный с белой поливой,керамика,"9,8х17,5х9 см",Целый,Засыпка битым кирпич. и изразцами,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-1273_orig.jpg,startswith,1,ВО-1л58-2017-1273,Керамика,изразец,0,часть не указана,1,целый,0,0,0
М102-2012-1-0585,Тарелка,Сосуда (тарелки ?) фаянсового с белой поливой внутри и снаружи края фр-т,фаянс,D? см,Фрагмент,Дерн со щепой,ИИМК РАН,2012.0,data/raw/images/М102-2012-1-0585_orig.jpg,startswith,1,М102-2012-1-0585,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,1
М102-2012-1-0691,Миска,"Миски серолощеной с орнаментом ""волна"" снаружи венчика фр-т",керамика,D28 см,Фрагмент,Темно-серая сильногумусированная супесь (низ пестрой),ИИМК РАН,2012.0,data/raw/images/М102-2012-1-0691_orig.jpg,startswith,1,М102-2012-1-0691,Керамика,миска,0,венчик,0,фрагмент,0,0,0
М102-2012-2-1068,Плитка,Плитки напольной из каменной массы (?) с белой поливой края фр-т,прочее,"10,5+ х 6,5+ х 1 см",Фрагмент,Битый кирпич,ИИМК РАН,2012.0,data/raw/images/М102-2012-2-1068_orig.jpg,startswith,1,М102-2012-2-1068,Каменная масса,прочее,1,часть не указана,1,фрагмент,0,1,1
М102-2012-2-1319,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри края фр-т,фаянс,D25 см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,data/raw/images/М102-2012-2-1319_orig.jpg,startswith,1,М102-2012-2-1319,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
М102-2012-2-1360,Тарелка,Тарелки фаянсовой с прозрачной поливой внутри и снаружи края волнистого фр-т,фаянс,D? см,Фрагмент,Слой под цементным полом (мусор XIX века),ИИМК РАН,2012.0,data/raw/images/М102-2012-2-1360_orig.jpg,startswith,1,М102-2012-2-1360,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
БП11-Р01-Г01-1251,Тарелка,Тарелки фаянсовой с голубой поливой и полихромной росписью донца фр-т,фаянс,Д8 см,Фрагмент,Горизонт 1/ темно-коричневый гумусированный суглинок,,,data/raw/images/БП11-Р01-Г01-1251_orig.jpg,startswith,1,БП11-Р01-Г01-1251,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
БП11-Р01-Г01-0944,Тарелка,Тарелки фаянсовой с кобальтовой росписью края фр-т,фаянс,Д24 см,Фрагмент,Горизонт 1/ темно-коричневый гумусированный суглинок,,,data/raw/images/БП11-Р01-Г01-0944_orig.jpg,startswith,1,БП11-Р01-Г01-0944,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
БП11-Р01-Г01-1315,Тарелка,Тарелки фаянсовой профиль,фаянс,Д24-15 см,Фрагмент,Горизонт 2/ голубая мешанная глина,,,data/raw/images/БП11-Р01-Г01-1315_orig.jpg,startswith,1,БП11-Р01-Г01-1315,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
БП11-Р01-Г01-1397,Тарелка,Тарелки фаянсовой края фр-т,фаянс,Д33 см,Фрагмент,Горизонт 1/ темно-коричневый гумусированный суглинок,,,data/raw/images/БП11-Р01-Г01-1397_orig.jpg,startswith,1,БП11-Р01-Г01-1397,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
БП11-Р01-Г01-1405,Тарелка,Тарелки фаянсовой с зеленой росписью края фр-т,фаянс,Д16 см,Фрагмент,Горизонт 1/ темно-коричневый гумусированный суглинок,,,data/raw/images/БП11-Р01-Г01-1405_orig.jpg,startswith,1,БП11-Р01-Г01-1405,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
БП11-Р01-Г01-1197,Крышка,Крышка белого металла на бутылку с изображением герба фрагментированная,прочее,"Д3, толщина 0,1 см",Фрагмент,Горизонт 1/ темно-коричневый гумусированный суглинок с кирпичной крошкой,,,data/raw/images/БП11-Р01-Г01-1197_orig.jpg,startswith,1,БП11-Р01-Г01-1197,Белый металл,крышка,0,часть не указана,1,фрагмент,0,1,0
Кроп-2013-163,Крышка,Сосуда  прозрачного зеленого стекла крышка,стекло,"Д=7,4 см",Целый,,,2013.0,data/raw/images/Кроп-2013-163_orig.jpg,startswith,1,Кроп-2013-163,Стекло,крышка,0,часть не указана,1,целый,0,0,0
Кроп-2013-248,Блюдце,Блюдца фаянсового с белой поливой снаружи и внутри с синим подглазурным растительным орнаментом внутри донца клейменого фр-т,фаянс,Д=7 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-248_orig.jpg,startswith,1,Кроп-2013-248,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0
Кроп-2013-285,Тарелка,"Тарелка фаянсовая с белой поливой внутри и снаружи ,с клеймами на донце, фрагментированная",фаянс,"Двен=15; Ддон=7; выс=1,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-285_orig.jpg,startswith,1,Кроп-2013-285,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Кроп-2013-373,Крышка,Сосуда красноглиняного со светло-коричневой снаружи и белой поливой внутри крышки фр-т,керамика,Д=17 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-373_orig.jpg,startswith,1,Кроп-2013-373,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0
Кроп-2013-392,Крышка,Сосуда фарфорового с зеленым растительным подглазурным орнаментом и золотой полосой крышки фр-т,фарфор,Д=10 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-392_orig.jpg,startswith,1,Кроп-2013-392,Фарфор,крышка,0,часть не указана,1,фрагмент,0,0,0
Кроп-2013-422,Тарелка,Тарелки фаянсовой с белой поливой снаружи и с растительным полихромным декольным подглазурным орнаментом внутри донца клейменого фр-т,фаянс,Д=не определим,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-422_orig.jpg,startswith,1,Кроп-2013-422,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
БП12-Г01-0783,Крышка,Сосуда фаянсового крышки с полихромной росписью фр-т,фаянс,"6,7х3,8х2 см",Фрагмент,Горизонт 1/ Темная гумусированная супесь с включением щепы и кирпичной крошки,,,data/raw/images/БП12-Г01-0783_orig.jpg,startswith,1,БП12-Г01-0783,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0
БП12-Г01-6523,Блюдце,Блюдце фаянсовое с зеленой росписью,фаянс,"Д14-6; высота 2,5 см",Целый,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,data/raw/images/БП12-Г01-6523_orig.jpg,startswith,1,БП12-Г01-6523,Фаянс,блюдце,0,часть не указана,1,целый,0,0,0
БП12-Г01-6524,Блюдце,Блюдца фаянсового профиль,фаянс,"Д14-7,5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,data/raw/images/БП12-Г01-6524_orig.jpg,startswith,1,БП12-Г01-6524,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,0
БП12-Г01-6538,Крышка,Сосуда фаянсового крышка,фаянс,Д5; высота 2 см,Целый,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,data/raw/images/БП12-Г01-6538_orig.jpg,startswith,1,БП12-Г01-6538,Фаянс,крышка,0,часть не указана,1,целый,0,0,0
БП12-Г01-6940,Игрушка,Игрушки резиновой фр-т,прочее,длина 8+ см,Фрагмент,Горизонт 1/ темная гумусированная супесь со щепой и кирпичной крошкой,,,data/raw/images/БП12-Г01-6940_orig.jpg,startswith,1,БП12-Г01-6940,Резина,прочее,1,часть не указана,1,фрагмент,0,1,0
БП12-Г01-7079,Игрушка,Игрушка белоглиняная с коричневой росписью фрагментированная,керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,data/raw/images/БП12-Г01-7079_orig.jpg,startswith,1,БП12-Г01-7079,Белоглиняная керамика,прочее,1,часть не указана,1,фрагмент,0,0,0
БП12-Г01-7262,Крышка,Сосуда фаянсового крышка фрагментированная,фаянс,"Д7,5-5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,data/raw/images/БП12-Г01-7262_orig.jpg,startswith,1,БП12-Г01-7262,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0
БП12-Г02-3659,Блюдце,Блюдца фаянсового с росписью и с клеймом донца фр-т,фаянс,Д9 см,Фрагмент,Горизонт 2/ Темно-коричневая гумусированная супесь с кирпичной крошкой,,,data/raw/images/БП12-Г02-3659_orig.jpg,startswith,1,БП12-Г02-3659,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0
БП12-Г02-4189,Блюдце,Блюдца фаянсового с полихромной росписью профиля фр-т,фаянс,Д донца 9 см,Фрагмент,Горизонт 2/ темная гумусированная супесь с кирпичной крошкой,,,data/raw/images/БП12-Г02-4189_orig.jpg,startswith,1,БП12-Г02-4189,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,0
БП12-Т01-8074,Блюдце,Блюдца фаянсового с кобальтовой росписью и рельефными стенками донца фр-т,фаянс,Д9 см,Фрагмент,,,,data/raw/images/БП12-Т01-8074_orig.jpg,startswith,1,БП12-Т01-8074,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0
КБ-2014-Р1-0131,Плитка,"Плитки каменной серой  с вдавленным клеймом  ""KLING…"" фрагмент",прочее,15х8 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0131_orig.jpg,startswith,1,КБ-2014-Р1-0131,Камень,прочее,1,часть не указана,1,фрагмент,0,1,0
КБ-2014-Р1-0547,Игрушка,Игрушки фаянсовой солдатика с зеленой росписью пуговицы синего цвета (нет головы и ног),фаянс,6 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0547_orig.jpg,startswith,1,КБ-2014-Р1-0547,Фаянс,прочее,1,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р1-0718,Тарелка,Тарелки фаянсовой с подглазурным клеймом (не читается) фрагмент,фаянс,D 13 см,Фрагмент,Заполнение,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0718_orig.jpg,startswith,1,КБ-2014-Р1-0718,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р1-1489,Изразец,Изразца красноглиняного с белой поливой лицевой пластины фрагмент,керамика,16х10х7 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1489_orig.jpg,startswith,1,КБ-2014-Р1-1489,Глина,изразец,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р2-0127,Тарелка,Тарелки фаянсовой с растительным полихромным орнаментом внутри донца клейменого фр-т,фаянс,Д=11 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0127_orig.jpg,startswith,1,КБ-2014-Р2-0127,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р2-0574,Крышка,Сосуда фаянсового с черной поливой снаружи и внутри крышки венчика фр-т,фаянс,Д=35 см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0574_orig.jpg,startswith,1,КБ-2014-Р2-0574,Фаянс,крышка,0,венчик,0,фрагмент,0,0,0
КБ-2014-Р2-0616,Блюдце,"Блюдце фаянсовое с белой поливой снаружи и внутри с синим и черным линейным орнаментом и клеймом на донце, профиль",фаянс,"Двен=15; Ддон=9,5; выс=3 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0616_orig.jpg,startswith,1,КБ-2014-Р2-0616,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0
КБ-2014-Р2-0712,Тарелка,"Тарелки фаянсовой с белой поливой снаружи и внутри с красным линейным орнаментом и рельефным краем, с клеймом на донце, профиль",фаянс,"Двен=19; Ддон=10; выс=2,5 см",Фрагмент,Слой 2а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0712_orig.jpg,startswith,1,КБ-2014-Р2-0712,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р2-0773,Миска,Миска красноглиняная с белым ангобом снаружи и полихромной поливой внутри,керамика,Двен=15; Ддон= 7; выс=4 см,Целый,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0773_orig.jpg,startswith,1,КБ-2014-Р2-0773,Керамика,миска,0,часть не указана,1,целый,0,0,0
КБ-2014-Р2-0780,Крышка,Сосуда фаянсового с белой поливой снаружи и внутри крышка с навершием в виде цветка фр-ая,фаянс,"Д=3,3; выс=3,5 см",Фрагмент,Слой 5/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0780_orig.jpg,startswith,1,КБ-2014-Р2-0780,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р3-0114,Тарелка,Тарелка фаянсовая с белой поливой снаружи и белой поливой с коричневым надглазурным цветочным орнаментом в стиле деколь внутри профиль с клеймом на донце,фаянс,"Dвен=17; Dдон=9; Выс=1,6 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0114_orig.jpg,startswith,1,КБ-2014-Р3-0114,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0171,Тарелка,Тарелки фарфоровой с белой поливой снаружи и внутри донца с клеймом фр-т,фарфор,D13 см,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0171_orig.jpg,startswith,1,КБ-2014-Р3-0171,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0268,Крышка,Крышки фаянсовой с бело-коричневой поливой снаружи с коричневым линейным орнаментом и бело-коричневой поливой внутри профиль,фаянс,"D11; Выс=1,5 см",Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0268_orig.jpg,startswith,1,КБ-2014-Р3-0268,Фаянс,крышка,0,профиль,0,фрагмент,0,0,0
КБ-2014-Р5-0035,Тарелка,"Тарелки фаянсовой с белой поливой снаружи и внутри с полихромным декольным растительным орнаментом, с клеймом на донце, профиль",фаянс,Ддон=10; выс=2 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0035_orig.jpg,startswith,1,КБ-2014-Р5-0035,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р5-0118,Тарелка,"Тарелка красноглиняная с коричневой поливой снаружи и светло-желтой внутри с рельефной надписью по краю, фр-ая",керамика,"Двен=25,5; Ддон=13; выс=4,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0118_orig.jpg,startswith,1,КБ-2014-Р5-0118,Керамика,тарелка,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р5-0421,Тарелка,Тарелка с рельефным краем фаянсовая с белой поливой снаружи и внутри с фиолетовым растительным и  цветочным орнаментом фр-ая,фаянс,"Двен=26,5; Ддон=14,5; выс=2,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0421_orig.jpg,startswith,1,КБ-2014-Р5-0421,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
ЛАО-2012-М102-Ш4-175,Тарелка,Тарелки фаянсовой с рельефным краем профиль,фаянс,"Д венчика 24, Д донца 14 см",Фрагмент,Светло-серая мешаная супесь,ИИМК РАН,2012.0,data/raw/images/ЛАО-2012-М102-Ш4-175_orig.jpg,startswith,1,ЛАО-2012-М102-Ш4-175,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
ЛАО-2012-М102-Ш5-203,Блюдце,Блюдца фаянсового профиль,фаянс,"Д венчика 15, Д донца 10 см",Фрагмент,Темно-серый гумусированный слой с включениями битого кирпича и кирпичной крошки (засыпка траншеи),ИИМК РАН,2012.0,data/raw/images/ЛАО-2012-М102-Ш5-203_orig.jpg,startswith,1,ЛАО-2012-М102-Ш5-203,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,0
Нц-102-1519,Плитка,Плитка со шлифовкой,прочее,"1,9+x1,1x0,2 см",Целый,Светлый песок/ гориз.2,,,data/raw/images/Нц-102-1519_orig.jpg,startswith,1,Нц-102-1519,Сланец,прочее,1,часть не указана,1,целый,0,1,0
Нц-32-0937,Тарелка,Тарелки красноглиняной  с коричневой поливой внутри края фр-т,керамика,,Фрагмент,Серая мешаная супесь/ гориз.4,,,data/raw/images/Нц-32-0937_orig.jpg,startswith,1,Нц-32-0937,Керамика,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-33-0075,Тарелка,Тарелки фаянсовой с зеленой росписью по желтой поливе снаружи и желтой внутри стенки фр-т,фаянс,D15 см,Фрагмент,Техноген/ гориз.1,,,data/raw/images/Нц-33-0075_orig.jpg,startswith,1,Нц-33-0075,Фаянс,тарелка,0,прочее,0,фрагмент,0,0,0
Нц-33-0179,Блюдце,Блюдца фарфорового с красной монохромной росписью внутри профиля фр-т,фарфор,D14 см,Фрагмент,Техноген/ гориз.1,,,data/raw/images/Нц-33-0179_orig.jpg,startswith,1,Нц-33-0179,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нц-33-0621,Тарелка,Тарелки фаянсовой с зеленым орнаментом края фр-т,фаянс,,Фрагмент,Серая супесь/ гориз.3,,,data/raw/images/Нц-33-0621_orig.jpg,startswith,1,Нц-33-0621,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-33-2608,Тарелка,Тарелки фаянсовой со следами белой поливы снаружи и с белой поливой с голубым орнаментом внутри стенки фр-т,фаянс,,Фрагмент,Серая супесь/ гориз.5,,,data/raw/images/Нц-33-2608_orig.jpg,startswith,1,Нц-33-2608,Фаянс,тарелка,0,прочее,0,фрагмент,0,0,0
Нц-33-2959,Тарелка,Тарелки красноглиняной с белой поливой и синей и коричневой росписью внутри и коричневой поливой снаружи края фр-т,керамика,D34 см,Фрагмент,Серая супесь/ гориз.5,,,data/raw/images/Нц-33-2959_orig.jpg,startswith,1,Нц-33-2959,Керамика,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-33-5749,Блюдце,Блюдца фарфорового края фр-т,фарфор,D12 см,Фрагмент,Мешаная желтая супесь/ гориз.2,,,data/raw/images/Нц-33-5749_orig.jpg,startswith,1,Нц-33-5749,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0
Нц-43-06,Тарелка,Тарелки фаянсовой фр-т,фаянс,,Фрагмент,Строительный мусор,,,data/raw/images/Нц-43-06_orig.jpg,startswith,1,Нц-43-06,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-45-0019,Тарелка,Тарелки белоглиняной с белой поливой венчика фр-т,керамика,D19 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0019_orig.jpg,startswith,1,Нц-45-0019,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0
Нц-45-0230,Тарелка,Тарелки фаянсовой венчика фр-т,фаянс,D27 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0230_orig.jpg,startswith,1,Нц-45-0230,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0
Нц-45-0370,Тарелка,Тарелки фаянсовой с зеленой росписью внутри придонной части фр-т,фаянс,D13 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0370_orig.jpg,startswith,1,Нц-45-0370,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-45-0863,Тарелка,Тарелки фаянсовой профиля фр-т,фаянс,D13 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-45-0863_orig.jpg,startswith,1,Нц-45-0863,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Нц-45-1079,Тарелка,Тарелки фарфоровой с золотистой окантовкой по краю донца с клеймом фр-т,фарфор,D10 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1079_orig.jpg,startswith,1,Нц-45-1079,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0
Нц-45-1445,Крышка,Крышки фаянсовой с коричневой и зеленой поливой снаружи с рельефным орнаментом фигурной фр-т,фаянс,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1445_orig.jpg,startswith,1,Нц-45-1445,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0
Нц-45-1529,Миска,Миски  белоглиняной с полихромной поливой внутри венчика фр-т,керамика,D32 см,Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1529_orig.jpg,startswith,1,Нц-45-1529,Керамика,миска,0,венчик,0,фрагмент,0,0,0
Нц-45-1579,Тарелка,Тарелки фаянсовой с синей росписью внутри придонной части фр-т,фаянс,D17 см,Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1579_orig.jpg,startswith,1,Нц-45-1579,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-46-162,Тарелка,Тарелки фаянсовой с синей росписью по белой поливе внутри и белой поливой снаружи края фр-т,фаянс,D16 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-162_orig.jpg,startswith,1,Нц-46-162,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-46-228,Тарелка,Тарелки фаянсовой с белой поливой  внутри и снаружи края фр-т,фаянс,D20 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-228_orig.jpg,startswith,1,Нц-46-228,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нейш3А-2018-0210,Блюдце,Блюдца прозрачного бесцветного стекла профиль,стекло,Д=9 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0210_orig.jpg,startswith,1,Нейш3А-2018-0210,Стекло,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0259,Тарелка,"Тарелки суповой фаянсовой с пятнистым узором (бордовый, зеленый) по краю венчиков фр-ты",фаянс,Д=25 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0259_orig.jpg,startswith,1,Нейш3А-2018-0259,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-0572,Крышка,Крышечка прозрачного бесцветного стекла круглая,стекло,"Д=6,2 см",Целый,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-0572_orig.jpg,startswith,1,Нейш3А-2018-0572,Стекло,крышка,0,часть не указана,1,целый,0,0,0
Нейш3А-2018-0737,Блюдце,"Блюдца фарфорового с геометрическим орнаментом внутри (синий, золотистый) профиль",фарфор,"Д=9+ h=4,5 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0737_orig.jpg,startswith,1,Нейш3А-2018-0737,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0740,Тарелка,Тарелки фаянсовой с красно-темно-зеленым узором по венчику и голубой линией по центру профиль,фаянс,Д=18+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0740_orig.jpg,startswith,1,Нейш3А-2018-0740,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-0742,Тарелка,Тарелки фаянсовой с голубой линией по центру донца с придонной частью фр-т,фаянс,"д=12,5 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0742_orig.jpg,startswith,1,Нейш3А-2018-0742,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-1101,Блюдце,Блюдца фарфорового с орнаментом - тонкой зеленой линией по краю венчика внутри профиль,фарфор,"Д=12+ д=7,5 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-1101_orig.jpg,startswith,1,Нейш3А-2018-1101,Фарфор,блюдце,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-1284,Тарелка,Тарелки фаянсовой с синим цветочным орнаментом  внутри клейменой профиль,фаянс,"5х4,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-1284_orig.jpg,startswith,1,Нейш3А-2018-1284,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-1764,Тарелка,Тарелки фарфоровой с синей отводкой края профиль,фарфор,"Д=8,5+ д=4,5+ h=7,5 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-1764_orig.jpg,startswith,1,Нейш3А-2018-1764,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0
