code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain,split
Нейш3А-2018-4749,Тарелка,"Тарелки фарфоровой с оранжевой отводкой краев венчика и цветочным орнаментом (фиолетовый, желтый, зеленый, голубой) внутри профиль",фарфор,Д=19+ д=7+ h=6 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4749_orig.jpg,startswith,1,Нейш3А-2018-4749,Фарфор,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-4751,Блюдце,"Блюдца фарфорового с линейным и цветочным орнаментом (оранжевый, зеленый, розовый, синий) внутри клейменого профиль",фарфор,"Д=10,5 д=8,2 h=2,4 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4751_orig.jpg,startswith,1,Нейш3А-2018-4751,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-4837,Миска,Миски красноглиняной с коричневой поливой внутри профиль,керамика,"Д=13+ д=10+ h=6,5 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-4837_orig.jpg,startswith,1,Нейш3А-2018-4837,Керамика,миска,0,профиль,0,фрагмент,0,0,0,val
Нейш3А-2018-4912,Тарелка,Тарелки фаянсовой орнаментированной с темно-зеленой отводкой края венчика фр-т,фаянс,Д=21 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4912_orig.jpg,startswith,1,Нейш3А-2018-4912,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-4914,Тарелка,Тарелки фаянсовой расписной профиль,фаянс,"Д=18,5+ д=13+ h=3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4914_orig.jpg,startswith,1,Нейш3А-2018-4914,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-4942,Блюдце,Блюдце фарфоровое клейменое,фарфор,"Д=14,5 д=8,7 h=2,7 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4942_orig.jpg,startswith,1,Нейш3А-2018-4942,Фарфор,блюдце,0,часть не указана,1,целый,0,0,0,train
Нейш3А-2018-4945,Блюдце,Блюдце фарфоровое с черной и зеленой отводкой края и с черно-белым цветочным орнаментом внутри клейменое,фарфор,"Д=15 д=8,5 h=2,2 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4945_orig.jpg,startswith,1,Нейш3А-2018-4945,Фарфор,блюдце,0,часть не указана,1,целый,0,0,0,test
Нейш3А-2018-4950,Тарелка,"Тарелки фаянсовой с линейным орнаментом (светло-зеленый, красный) по венчику внутри клейменой профиль",фаянс,"Д=15+ д=11,5 h=5,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4950_orig.jpg,startswith,1,Нейш3А-2018-4950,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-4972,Тарелка,"Тарелки фарфоровой с зеленой поливой по венчику и с цветочным орнаментом (красный, зеленый, черный) на белом фоне на донце внутри клейменой профиль",фарфор,"Д=16,5+ д=13 h=3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4972_orig.jpg,startswith,1,Нейш3А-2018-4972,Фарфор,тарелка,0,венчик,0,фрагмент,0,0,0,test
Нейш3А-2018-4973,Тарелка,Тарелки фарфоровой расписанной синим венчика фр-т,фарфор,Д=7+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4973_orig.jpg,startswith,1,Нейш3А-2018-4973,Фарфор,тарелка,0,венчик,0,фрагмент,0,0,0,test
Нейш3А-2018-4976,Тарелка,Тарелка фаянсовая с голубой и серебристой отводкой волнообразного венчика,фаянс,"Д=25 д=13 h=2,8 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4976_orig.jpg,startswith,1,Нейш3А-2018-4976,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-4977,Тарелка,Тарелки фаянсовой донца клейменого фр-т,фаянс,"д=7,5+ см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-4977_orig.jpg,startswith,1,Нейш3А-2018-4977,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,test
Нейш3А-2018-4978,Тарелка,Тарелки фаянсовой донца клейменого фр-т,фаянс,"д=6,5+ см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-4978_orig.jpg,startswith,1,Нейш3А-2018-4978,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-5002,Тарелка,"Тарелки фарфоровой с изображением цветка (розовый, зеленый) на венчике внутри клейменой профиль",фарфор,"Д=23,5 д=11,5 h=5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5002_orig.jpg,startswith,1,Нейш3А-2018-5002,Фарфор,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-5003,Блюдце,"Блюдца фарфорового с линейным орнаментом (зеленый, оранжевый, черный) внутри клейменого профиль",фарфор,"Д= 13,5 д=9,5 h=2,3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5003_orig.jpg,startswith,1,Нейш3А-2018-5003,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5004,Тарелка,"Тарелочки фарфоровой с линейным орнаментом (красный, зеленый) внутри профиль",фарфор,"Д=11+ д=7,5 h=3,1 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5004_orig.jpg,startswith,1,Нейш3А-2018-5004,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5005,Блюдце,Блюдца фарфорового расписного донца фр-т,фарфор,"д=7,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5005_orig.jpg,startswith,1,Нейш3А-2018-5005,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-5125,Тарелка,Тарелки красноглиняной с коричневой поливой и желто-поливным волнистым орнаментом внутри венчика фр-т,керамика,Д=8+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5125_orig.jpg,startswith,1,Нейш3А-2018-5125,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0,val
Нейш3А-2018-5132,Тарелка,"Тарелки белоглиняной с полихромной поливой (желтый, коричневый, зеленый) и рельефным орнаментом внутри венчика фр-т",керамика,Д=7+ см,Фрагмент,Строительный мусор с включением древесного тлена,,,data/raw/images/Нейш3А-2018-5132_orig.jpg,startswith,1,Нейш3А-2018-5132,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-5182,Блюдце,"Блюдца фарфорового с коричневой отводкой края и центра и цветочным орнаментом (розовый, красный, зеленый) внутри клейменого профиль",фарфор,"Д=11+ д=6,5+ h=3,5 см",Фрагмент,Строительный мусор с включением желтой супеси,,,data/raw/images/Нейш3А-2018-5182_orig.jpg,startswith,1,Нейш3А-2018-5182,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,val
Нейш3А-2018-5221,Блюдце,Блюдца фарфорового клейменого донца фр-т,фарфор,"д=4,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5221_orig.jpg,startswith,1,Нейш3А-2018-5221,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-5225,Тарелка,"Тарелки фарфоровой с цветочным орнаментом (розовый, оранжевый, зеленый, красный) внутри клейменой профиль",фарфор,"Д=16+ д=11,5 h=2,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5225_orig.jpg,startswith,1,Нейш3А-2018-5225,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5229,Тарелка,"Тарелочки фаянсовой с цветочным орнаментом (розовый, зеленый) внутри клейменой профиль",фаянс,"Д=13,5 д=8,5 h=2,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5229_orig.jpg,startswith,1,Нейш3А-2018-5229,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-5232,Блюдце,Блюдца фарфорового с фиолетовой поливой по венчику и с фр-том морского пейзажа в золоченой рамке внутри профиль,фарфор,"Д=7,5+ д=5+ h=3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5232_orig.jpg,startswith,1,Нейш3А-2018-5232,Фарфор,блюдце,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-5233,Блюдце,Блюдца фарфорового клейменого профиль,фарфор,"Д=14,5 д=8,5 h=3  см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5233_orig.jpg,startswith,1,Нейш3А-2018-5233,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5236,Тарелка,"Тарелки фарфоровой с цветочным орнаментом (зеленый, оранжевый, розовый) внутри клейменой профиль",фарфор,"Д=23,8 д=11,7 h=5,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5236_orig.jpg,startswith,1,Нейш3А-2018-5236,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5303,Миска,Миски красноглиняной профиль,керамика,"Д=9,5+ д=7,5+ h=4 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5303_orig.jpg,startswith,1,Нейш3А-2018-5303,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5597,Блюдце,"Блюдца фаянсового с голубой поливой снаружи и с рельефным растительным орнаментом (голубой, зеленый, бордовый) внутри профиль",фаянс,"Д=9+ д=5,7 h=3,7 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5597_orig.jpg,startswith,1,Нейш3А-2018-5597,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,0,val
Нейш3А-2018-5599,Тарелка,Тарелки фаянсовой с синим цветочным орнаментом внутри донца клейменого фр-т,фаянс,"д=11,5 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5599_orig.jpg,startswith,1,Нейш3А-2018-5599,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-5618,Крышка,Крышки светлоглиняной со светло-коричневой поливой снаружи и внутри профиль,керамика,Д=11+ см,Фрагмент,Желтая супесь с включением темно-коричневой,,,data/raw/images/Нейш3А-2018-5618_orig.jpg,startswith,1,Нейш3А-2018-5618,Керамика,крышка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5619,Тарелка,Тарелочки светлоглиняной со светло-коричневой поливой снаружи и внутри и выпуклым орнаментом снаружи профиль,керамика,"Д=5+ д=3,5+ h=3 см",Фрагмент,Желтая супесь с включением темно-коричневой,,,data/raw/images/Нейш3А-2018-5619_orig.jpg,startswith,1,Нейш3А-2018-5619,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5661,Тарелка,"Тарелки фарфоровой с линейным орнаментом (синий, золотистый) внутри профиль",фарфор,"Д=11,5+ д=5+ h=5,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5661_orig.jpg,startswith,1,Нейш3А-2018-5661,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,val
Нейш3А-2018-5706,Блюдце,"Блюдца фарфорового с золотистой и синей отводкой края и цветочным орнаментом (розовый, желтый, зеленый) внутри профиль",фарфор,"Д=14+ д=7,5+ h=3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5706_orig.jpg,startswith,1,Нейш3А-2018-5706,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-5708,Тарелка,Тарелки фаянсовой донца клейменого фр-т,фаянс,"д=9,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5708_orig.jpg,startswith,1,Нейш3А-2018-5708,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-5721,Блюдце,Блюдца фарфорового с красной отводкой края и центра внутри клейменого профиль,фарфор,"Д=8+ д=5,5+ h=3,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5721_orig.jpg,startswith,1,Нейш3А-2018-5721,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5730,Крышка,Крышки белоглиняной с желтой поливой внутри и по венчику снаружи профиль,керамика,"Д=27,5 h=10 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5730_orig.jpg,startswith,1,Нейш3А-2018-5730,Керамика,крышка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-5763,Тарелка,Тарелки фаянсовой с зеленой пейзажной росписью в стиле деколь внутри донца клейменого фр-т,фаянс,д=9+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5763_orig.jpg,startswith,1,Нейш3А-2018-5763,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-5863,Тарелка,Тарелки красноглиняной со светло-коричневой поливой снаружи и внутри профиль,керамика,"Д=14,5+ д=10,7 h=8 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5863_orig.jpg,startswith,1,Нейш3А-2018-5863,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-5886,Тарелка,Тарелки красноглиняной толстостенной с зеленой поливой внутри и по верху снаружи профиль,керамика,"Д=12,5 д=8+ h=11 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5886_orig.jpg,startswith,1,Нейш3А-2018-5886,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,val
Нейш3А-2018-5893,Тарелка,Тарелочки?белоглиняной с рельефным изображением внутри венчика фр-т,керамика,Д=6+ см,Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5893_orig.jpg,startswith,1,Нейш3А-2018-5893,Керамика,тарелка,0,венчик,0,фрагмент,0,0,1,train
Нейш3А-2018-5912,Тарелка,Тарелки красноглиняной с коричневой поливой снаружи и внутри профиль,керамика,"Д=16,5 д=10 h=7,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5912_orig.jpg,startswith,1,Нейш3А-2018-5912,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-5925,Тарелка,Тарелки светлоглиняной со светло-коричневой поливой внутри профиль,керамика,"Д=16+ д=3,5+ h=6,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5925_orig.jpg,startswith,1,Нейш3А-2018-5925,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-5959,Крышка,Крышечка красноглиняная с темно-коричневой поливой снаружи и внутри круглая с фр-том круглой ручки в центре,керамика,"Д=6,3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5959_orig.jpg,startswith,1,Нейш3А-2018-5959,Керамика,крышка,0,ручка,0,фрагмент,0,0,0,train
Нейш3А-2018-5970,Крышка,Крышечка?фарфоровая плоская с зеленой поливой и золотистой отводкой края снаружи и фр-том прилепа ручки в центре,фарфор,"Д=3,4 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5970_orig.jpg,startswith,1,Нейш3А-2018-5970,Фарфор,крышка,0,ручка,0,фрагмент,0,0,1,val
Нейш3А-2018-5986,Крышка,Крышки красноглиняной с коричневой поливой снаружи и круглой ручкой в центре профиль,керамика,Д=23  см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5986_orig.jpg,startswith,1,Нейш3А-2018-5986,Керамика,крышка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-6024,Миска,Миски светлоглиняной со светло-коричневой поливой снаружи и внутри венчика фр-т,керамика,"Д=11,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6024_orig.jpg,startswith,1,Нейш3А-2018-6024,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-6025,Тарелка,Тарелочки красноглиняной подовальной формы с темно-коричневой поливой снаружи и внутри и с рельефным цветочным орнаментом внутри профиль,керамика,"7+х4,5+; донце 5+х3+ h=2,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6025_orig.jpg,startswith,1,Нейш3А-2018-6025,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-6028,Миска,"Миски светлоглиняной с желтой поливой внутри и светло-коричневой по верху снаружи, со штампованным орнаментом по венчику снаружи профиль",керамика,"Д=13,5+ д=12,5+ h=9,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6028_orig.jpg,startswith,1,Нейш3А-2018-6028,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-6055,Крышка,Крышки светлоглиняной со светло-коричневой поливой снаружи и круглой ручкой с вогнутым центом и отверстием в нем профиль,керамика,Д=24 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6055_orig.jpg,startswith,1,Нейш3А-2018-6055,Керамика,крышка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-6220,Миска,Миски красноглиняной с темно-зеленой поливой снаружи и внутри профиль,керамика,"Д=22,2 д=10,8 h=10,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6220_orig.jpg,startswith,1,Нейш3А-2018-6220,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-6297,Миска,Миски красноглиняной с коричневой поливой снаружи и внутри профиль,керамика,"Д=15+ д=11,3 h=8 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6297_orig.jpg,startswith,1,Нейш3А-2018-6297,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-6973,Тарелка,"Тарелки фаянсовой расписной (красный, зеленый, синий, черный) внутри клейменой донца фр-т",фаянс,"д=6,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-6973_orig.jpg,startswith,1,Нейш3А-2018-6973,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,val
Нейш3А-2018-7127,Тарелка,"Тарелки светлоглиняной толстостенной с темно-зеленой поливой и рельефным растительным орнаментом снаружи (коричневый, черный) и темно-зеленой и коричневой поливой внутри венчика фр-т",керамика,Д=21+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-7127_orig.jpg,startswith,1,Нейш3А-2018-7127,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2018-7177,Крышка,Крышки светлоглиняной с коричневой поливой снаружи и круглой ручкой в центре профиль,керамика,Д=8+ см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7177_orig.jpg,startswith,1,Нейш3А-2018-7177,Керамика,крышка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-7185,Тарелка,"Тарелки фарфоровой с цветочным орнаментом (красный, розовый, желтый, зеленый) профиль",фарфор,"Д=10+ д=7+ h=2,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7185_orig.jpg,startswith,1,Нейш3А-2018-7185,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-7193,Тарелка,Тарелки фаянсовой с синим цветочным орнаментом внутри клейменой профиль,фаянс,"Д=18,5+ д=14 h=4 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7193_orig.jpg,startswith,1,Нейш3А-2018-7193,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нейш3А-2018-7194,Тарелка,Тарелки фаянсовой клейменой профиль,фаянс,"Д=18,5+ д=13 h=2,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7194_orig.jpg,startswith,1,Нейш3А-2018-7194,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-7207,Тарелка,Тарелки фаянсовой с синей пейзажной росписью внутри донца фр-т,фаянс,"д=10,5+  см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7207_orig.jpg,startswith,1,Нейш3А-2018-7207,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нейш3А-2018-7213,Тарелка,Тарелки фаянсовой глубокой профиль,фаянс,"Д=17+ д=8,5+ h=9,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7213_orig.jpg,startswith,1,Нейш3А-2018-7213,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-7215,Блюдце,Блюдца фаянсового с синей росписью внутри профиль,фаянс,"Д=11+ д=8,5+ h=3 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7215_orig.jpg,startswith,1,Нейш3А-2018-7215,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2018-7216,Тарелка,Тарелки фаянсовой с синей пейзажной росписью внутри клейменой профиль,фаянс,"Д=16,5 д=11 h=3,5 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-7216_orig.jpg,startswith,1,Нейш3А-2018-7216,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,val
Нейш3А-2018-7338,Тарелка,Тарелки фаянсовой клейменой профиль,фаянс,"Д=11,5+ д=8,5 h=3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-7338_orig.jpg,startswith,1,Нейш3А-2018-7338,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нейш3А-2019-113,Миска,Миски красноглиняной с коричневой поливой снаружи и внутри венчика фр-т,керамика,Д=ок.23,Фрагмент,Серая супесь,,,data/raw/images/Нейш3А-2019-113_orig.jpg,startswith,1,Нейш3А-2019-113,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нейш3А-2019-097,Крышка,"Крышка фарфоровая с белой поливой снаружи и внутри и росписью снаружи (синий, розовый, серебристый) и круглой ручкой с круглым сквозным отверстием",фарфор,"Д=5,7",Целый,Строительный мусор,,,data/raw/images/Нейш3А-2019-097_orig.jpg,startswith,1,Нейш3А-2019-097,Фарфор,крышка,0,ручка,0,фрагмент,0,0,0,train
Т-12-Р2-1418,Плитка,Плитки из каменной массы с клеймом фр-т,прочее,,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-1418_orig.jpg,startswith,1,Т-12-Р2-1418,Каменная масса,прочее,1,часть не указана,1,фрагмент,0,1,0,val
Т-12-Р2-1438,Крышка,Сосуда красноглиняного со светло-коричневой поливой снаружи крышки фр-т,керамика,D 20 см,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-1438_orig.jpg,startswith,1,Т-12-Р2-1438,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0,test
Т-12-Р2-1636,Крышка,Сосуда прозрачного стекла рельефной крышки фр-т,стекло,,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-1636_orig.jpg,startswith,1,Т-12-Р2-1636,Стекло,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Т-12-Р2-1716,Тарелка,Тарелки фарфоровой с клеймом и геометрическим орнаментом профиля фр-т,фарфор,D8 см,Фрагмент,Слой 6 (слой периода существования построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-1716_orig.jpg,startswith,1,Т-12-Р2-1716,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Т-12-Р2-1779,Тарелка,Тарелки красноглиняной с мраморовидной поливой внутри профиля фр-т,керамика,D 22 см,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.2,,,data/raw/images/Т-12-Р2-1779_orig.jpg,startswith,1,Т-12-Р2-1779,Керамика,тарелка,0,донце,0,фрагмент,0,0,0,train
Т-12-Р2-1783,Изразец,Изразца белоглиняного с белой поливой снаружи лицевой части колонны фр-т,керамика,,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-1783_orig.jpg,startswith,1,Т-12-Р2-1783,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Т-12-Р2-1972,Миска,Миски красноглиняной с зеленой поливой внутри профиля фр-т,керамика,D венчика — 30; D донца — 13 см,Фрагмент,Слой 4 (подсыпка под мостовую)/ гориз.2,,,data/raw/images/Т-12-Р2-1972_orig.jpg,startswith,1,Т-12-Р2-1972,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
Т-12-Р2-1974,Миска,Миски красноглиняной с коричневой поливой внутри профиля фр-т,керамика,D венчика — 23; D донца — 10 см,Фрагмент,Слой 4 (подсыпка под мостовую)/ гориз.2,,,data/raw/images/Т-12-Р2-1974_orig.jpg,startswith,1,Т-12-Р2-1974,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
Т-12-Р2-2049,Крышка,Сосуда красноглиняного крышки (или основания) фр-т,керамика,,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-2049_orig.jpg,startswith,1,Т-12-Р2-2049,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Т-12-Р2-2347,Блюдце,Блюдце фарфоровое с орнаментом внутри и клеймом снаружи фрагментированное,фарфор,D 14 см,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-2347_orig.jpg,startswith,1,Т-12-Р2-2347,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
Т-12-Р2-2696,Тарелка,Тарелки фаянсовой придонной части с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2696_orig.jpg,startswith,1,Т-12-Р2-2696,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Т-12-Р2-2697,Тарелка,Тарелки фаянсовой профиля с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2697_orig.jpg,startswith,1,Т-12-Р2-2697,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Т-12-Р2-2698,Тарелка,Тарелки фаянсовой придонной части с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2698_orig.jpg,startswith,1,Т-12-Р2-2698,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Т-12-Р2-2699,Тарелка,Тарелки фаянсовой придонной части с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2699_orig.jpg,startswith,1,Т-12-Р2-2699,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,val
Т-12-Р2-2712,Блюдце,Блюдца фарфорового профиля фр-т,фарфор,D 17 см,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2712_orig.jpg,startswith,1,Т-12-Р2-2712,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
